0,2048,0.004096
1,2048,0.18944
2,2048,0.104448
3,2048,0.10752
4,2048,0.166912
5,2048,0.120832
6,2048,0.185344
7,2048,4.34758
8,2048,0.224256
0,4096,0.004096
1,4096,0.325632
2,4096,0.11776
3,4096,0.147456
4,4096,0.08704
5,4096,0.113664
6,4096,0.149504
7,4096,5.68976
8,4096,0.202752
0,8192,0.004096
1,8192,0.556032
2,8192,0.094208
3,8192,0.121856
4,8192,0.1024
5,8192,0.08192
6,8192,0.144384
7,8192,4.79354
8,8192,0.244736
0,16384,0.00512
1,16384,1.1223
2,16384,0.101376
3,16384,0.13824
4,16384,0.129024
5,16384,0.100352
6,16384,0.246784
7,16384,4.19325
8,16384,0.2048
0,32768,0.004096
1,32768,1.69808
2,32768,0.110912
3,32768,0.128064
4,32768,0.102272
5,32768,0.08672
6,32768,0.211072
7,32768,4.54035
8,32768,0.173664
0,65536,0.003072
1,65536,3.35078
2,65536,0.085696
3,65536,0.131008
4,65536,0.120576
5,65536,0.090336
6,65536,0.170912
7,65536,5.03293
8,65536,0.217696
